,id,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,calculated_host_listings_count,availability_365,bathrooms,bedrooms
215,240169,Neukölln,Rixdorf,52.47917043761137,13.437874284970373,Private room,31,3,3,0,1.0,1.0
216,240735,Marzahn - Hellersdorf,Biesdorf,52.499578289211655,13.557983046191426,Private room,35,5,2,159,2.0,1.0
217,242366,Mitte,Moabit Ost,52.523867805796364,13.35780729845326,Entire home/apt,45,2,1,232,1.0,1.0
218,242794,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.51487095989102,13.455614489581881,Entire home/apt,100,4,1,274,2.0,1.0
219,242908,Steglitz - Zehlendorf,Zehlendorf  Südwest,52.415578463417404,13.164177682274186,Entire home/apt,95,5,2,304,1.0,1.0
220,242927,Steglitz - Zehlendorf,Zehlendorf  Südwest,52.41580605640964,13.164464301716835,Entire home/apt,95,5,2,272,1.0,1.0
221,242978,Mitte,Moabit West,52.52803899815502,13.330209504032268,Entire home/apt,63,2,6,251,1.0,0.0
222,243057,Mitte,Moabit West,52.53067177517643,13.335319849326705,Entire home/apt,175,2,1,362,1.0,1.0
223,243063,Mitte,Brunnenstr. Süd,52.52850021063429,13.390670051625648,Entire home/apt,130,1,2,44,1.0,2.0
224,243081,Mitte,Brunnenstr. Süd,52.52930033581392,13.39084305411708,Entire home/apt,120,1,2,81,1.0,2.0
225,243238,Treptow - Köpenick,Johannisthal,52.445958237270524,13.497777517486085,Entire home/apt,64,2,1,325,1.0,2.0
226,244425,Tempelhof - Schöneberg,Schöneberg-Nord,52.50040186218021,13.345326956497404,Entire home/apt,55,90,4,304,1.0,1.0
227,244924,Tempelhof - Schöneberg,Schöneberg-Süd,52.485043891363574,13.360035335647385,Private room,29,1,1,349,1.0,1.0
228,245744,Mitte,Regierungsviertel,52.521983608737116,13.390592110573776,Entire home/apt,150,3,1,302,1.0,3.0
229,245809,Pankow,Prenzlauer Berg Nord,52.544012134738026,13.439873784577971,Entire home/apt,76,2,2,311,1.0,1.0
230,245827,Mitte,Regierungsviertel,52.511546822569706,13.400528244169935,Entire home/apt,79,2,2,291,1.0,1.0
233,248192,Tempelhof - Schöneberg,Schöneberg-Nord,52.49781992378068,13.347333100731294,Entire home/apt,49,1,6,243,1.0,0.0
234,248375,Charlottenburg-Wilm.,Kantstraße,52.508228248211786,13.311838313747499,Private room,45,14,3,0,1.5,1.0
235,249220,Charlottenburg-Wilm.,Barstraße,52.481586353801724,13.313638017290389,Private room,45,2,1,0,1.0,1.0
236,249419,Pankow,Helmholtzplatz,52.54300023226586,13.424867612774582,Entire home/apt,91,3,1,311,1.0,1.0
237,250007,Tempelhof - Schöneberg,Schöneberg-Nord,52.494874698950795,13.35171087023955,Entire home/apt,69,2,1,211,1.0,1.0
238,250023,Charlottenburg-Wilm.,Düsseldorfer Straße,52.497710853475674,13.336256129147833,Entire home/apt,70,90,1,270,1.0,2.0
239,250067,Neukölln,Reuterstraße,52.48514348949563,13.443860405079965,Entire home/apt,55,4,1,0,1.0,2.0
240,250121,Pankow,Prenzlauer Berg Südwest,52.53137274624412,13.408128617005575,Private room,45,3,4,310,1.0,1.0
241,250138,Pankow,Prenzlauer Berg Südwest,52.53098335204725,13.406989746683927,Private room,50,7,4,310,1.0,1.0
242,250171,Pankow,Prenzlauer Berg Südwest,52.53026794775352,13.407891411958769,Private room,55,3,4,279,1.0,1.0
243,250253,Charlottenburg-Wilm.,Otto-Suhr-Allee,52.518742204563715,13.306459925344072,Entire home/apt,93,3,4,236,2.0,2.0
244,250376,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.51213227314229,13.452285824669955,Private room,175,2,2,158,1.0,1.0
245,250684,Pankow,Prenzlauer Berg Südwest,52.52997409417848,13.407796644730956,Private room,95,3,4,319,1.0,1.0
246,250687,Tempelhof - Schöneberg,Schöneberg-Süd,52.48492592550736,13.360527884010908,Entire home/apt,52,3,2,0,1.0,1.0
247,250704,Tempelhof - Schöneberg,Marienfelde,52.422980853318,13.375285163818571,Entire home/apt,59,3,1,309,1.0,1.0
248,250707,Charlottenburg-Wilm.,Otto-Suhr-Allee,52.51851396171647,13.308385637166634,Entire home/apt,58,3,4,238,1.0,1.0
249,250729,Tempelhof - Schöneberg,Friedenau,52.469037989064766,13.347680742264844,Entire home/apt,72,3,4,283,1.0,2.0
250,250753,Mitte,Tiergarten Süd,52.50026036393858,13.364660230943684,Entire home/apt,95,3,4,211,1.5,2.0
251,251398,Spandau,Heerstraße Nord,52.51604140777268,13.175734769785972,Private room,40,1,1,322,1.0,1.0
252,251548,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.498708341599105,13.425127970630784,Entire home/apt,55,1,1,35,1.0,2.0
253,252664,Mitte,Brunnenstr. Nord,52.53935111354191,13.391105203549236,Entire home/apt,79,2,1,308,1.0,1.0
254,252699,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.51461465918753,13.450330136092054,Entire home/apt,56,60,1,290,1.0,1.0
255,252933,Tempelhof - Schöneberg,Schöneberg-Nord,52.498388631331274,13.350093297874126,Private room,32,2,1,251,1.0,1.0
256,252967,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.51144118745294,13.471455432590359,Private room,32,2,3,279,2.0,1.0
257,252993,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.51206994915768,13.471651967995687,Private room,32,2,3,146,2.0,1.0
258,253005,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.511224216695254,13.47062243909013,Private room,28,2,3,304,2.0,1.0
259,253128,Neukölln,Reuterstraße,52.49114251607383,13.428309945009277,Private room,49,3,2,35,1.0,1.0
260,254576,Charlottenburg-Wilm.,Neue Kantstraße,52.50279670290972,13.303741341396725,Entire home/apt,70,91,1,190,1.0,1.0
261,254762,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.5032299270281,13.43322133745332,Entire home/apt,80,93,3,97,1.0,1.0
262,254788,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,52.49767581546101,13.413139592353673,Entire home/apt,75,93,3,305,1.0,2.0
263,255557,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.50898191909282,13.466488478543468,Entire home/apt,55,3,1,44,1.0,0.0
264,255722,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49595296025082,13.385291398688679,Entire home/apt,65,3,1,254,1.0,2.0
265,255778,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.49701113797626,13.44370046658265,Entire home/apt,96,2,1,244,1.0,2.0
266,255829,Tempelhof - Schöneberg,Lichtenrade,52.39178909143883,13.410112227458086,Entire home/apt,51,3,2,275,2.0,2.0
267,256058,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.494285967603204,13.417493125138098,Private room,33,1,1,355,1.0,1.0
268,257317,Steglitz - Zehlendorf,Albrechtstr.,52.46369526645348,13.341943654743906,Entire home/apt,59,2,3,219,1.0,2.0
269,257373,Pankow,Prenzlauer Berg Südwest,52.53860501381979,13.41677855825432,Entire home/apt,99,2,1,91,2.0,0.0
270,257658,Pankow,Prenzlauer Berg Südwest,52.5302516084621,13.41055735900726,Private room,49,2,1,13,1.5,1.0
271,257766,Mitte,Regierungsviertel,52.51908273643324,13.396146868704937,Entire home/apt,148,5,1,124,1.5,1.0
272,260095,Neukölln,Buckow,52.42481799938634,13.446848739816284,Entire home/apt,55,1,1,295,1.0,1.0
273,260104,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.49244116701172,13.470726379888053,Entire home/apt,69,5,1,48,1.0,1.0
275,261205,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.50987723124175,13.4548698118701,Entire home/apt,60,14,1,341,1.0,1.0
276,261452,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.49983314451164,13.464362448779466,Entire home/apt,55,3,4,220,1.0,1.0
277,261834,Mitte,Regierungsviertel,52.511094734099125,13.382891632427404,Private room,60,2,3,97,2.0,1.0
278,261937,Tempelhof - Schöneberg,Schöneberg-Nord,52.495977520357364,13.344668058529018,Private room,29,58,1,310,1.0,1.0
279,263817,Neukölln,Reuterstraße,52.4893043954756,13.426059422776476,Private room,45,2,1,90,1.0,1.0
280,264459,Pankow,Prenzlauer Berg Südwest,52.53203418577178,13.417054215883226,Entire home/apt,60,2,2,91,1.0,1.0
281,265286,Reinickendorf,West 5,52.56169818238264,13.235842990347138,Entire home/apt,75,5,2,364,1.0,2.0
282,265354,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.50934507267647,13.44576928913208,Private room,60,1,14,285,1.0,1.0
283,265389,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.508879168911655,13.447047430911939,Private room,19,1,14,12,0.0,1.0
284,265394,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.50947948607021,13.446562615649455,Private room,29,1,14,320,0.0,1.0
285,265400,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.50875750449415,13.445170943748266,Private room,29,1,14,235,0.0,1.0
286,265402,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.51064136096378,13.445674230574458,Shared room,9,1,14,276,0.0,1.0
287,265408,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.51092693128878,13.447062758347863,Shared room,9,1,14,275,0.0,1.0
288,265416,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.50999186519372,13.446542242549961,Shared room,9,1,14,319,0.0,1.0
289,265433,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.51060071754275,13.445242240542635,Shared room,9,1,14,318,0.0,1.0
290,265444,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.51044446308397,13.445326376827564,Shared room,9,1,14,314,0.0,1.0
291,265955,Tempelhof - Schöneberg,Schöneberg-Nord,52.4916446481696,13.349941164128374,Entire home/apt,55,93,1,66,1.0,1.0
292,266086,Treptow - Köpenick,Baumschulenweg,52.45116974185574,13.487888325269331,Entire home/apt,85,3,1,243,1.0,1.0
293,266181,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.509179320434654,13.460363339075426,Entire home/apt,48,7,1,0,1.0,1.0
294,267399,Neukölln,Reuterstraße,52.48936020854485,13.426430146044725,Entire home/apt,55,62,1,322,1.0,1.0
295,267764,Mitte,Brunnenstr. Süd,52.537853751137256,13.398178364623293,Entire home/apt,129,2,1,0,1.0,1.0
296,267951,Pankow,Helmholtzplatz,52.54416463972552,13.420263142341193,Entire home/apt,69,2,1,94,1.0,2.0
297,268910,Treptow - Köpenick,Altglienicke,52.41705815003434,13.542466163808065,Entire home/apt,46,3,1,158,1.5,2.0
298,268967,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.500052467928924,13.46144336230258,Entire home/apt,55,3,4,268,1.0,1.0
299,268974,Neukölln,Rudow,52.419387933873175,13.48617914712349,Entire home/apt,53,5,1,311,1.0,1.0
300,269455,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49563072381585,13.400941415972015,Entire home/apt,65,1,1,0,1.0,1.0
301,270477,Pankow,Helmholtzplatz,52.543355583881684,13.417356059122632,Entire home/apt,89,3,1,316,1.0,1.0
302,271340,Mitte,Brunnenstr. Süd,52.53870548932753,13.402867184784654,Entire home/apt,70,5,1,7,1.0,1.0
303,271739,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.503293848648866,13.420168003017011,Private room,43,3,2,99,1.0,1.0
304,273011,Charlottenburg-Wilm.,Halensee,52.497412038983136,13.29651397306526,Entire home/apt,125,3,1,296,2.5,2.0
305,273076,Mitte,Wedding Zentrum,52.5417870794778,13.354194321108336,Entire home/apt,61,4,2,0,1.0,1.0
306,273106,Mitte,Wedding Zentrum,52.543855410950144,13.357373309865535,Entire home/apt,64,62,2,37,1.0,1.0
308,274623,Mitte,Alexanderplatz,52.52963266432685,13.40463704989929,Entire home/apt,65,3,1,0,1.0,1.0
309,274686,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.501074165224985,13.440206514625022,Entire home/apt,80,3,1,0,1.0,1.0
310,274798,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.50074936635761,13.445464426554974,Private room,55,2,2,334,1.0,1.0
311,275472,Neukölln,Rixdorf,52.47818916747429,13.439621947867328,Entire home/apt,70,2,1,338,1.0,3.0
312,276044,Tempelhof - Schöneberg,Schöneberg-Nord,52.49943698980389,13.345089468166456,Entire home/apt,50,90,4,341,1.0,1.0
313,277653,Tempelhof - Schöneberg,Schöneberg-Nord,52.49892928311862,13.344101995938685,Entire home/apt,59,60,4,314,1.0,2.0
314,278860,Neukölln,Reuterstraße,52.48386021618239,13.437881079917993,Entire home/apt,65,3,2,0,1.5,3.0
315,279315,Neukölln,Reuterstraße,52.48359742242735,13.437445752318338,Private room,40,20,1,250,1.0,1.0
316,279344,Mitte,Brunnenstr. Süd,52.530133064527426,13.404397811886769,Private room,76,2,1,365,1.0,2.0
317,279504,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.48872295433483,13.396617827913667,Entire home/apt,45,270,1,190,1.0,2.0
318,281152,Pankow,Prenzlauer Berg Nord,52.548988141467106,13.416506364707306,Entire home/apt,60,14,1,0,1.0,2.0
319,282214,Charlottenburg-Wilm.,Kantstraße,52.50773529832293,13.303458954704686,Private room,29,3,1,0,1.0,1.0
320,282773,Charlottenburg-Wilm.,Schloß Charlottenburg,52.5186488082861,13.296201900267587,Entire home/apt,34,30,3,280,1.0,1.0
321,282786,Charlottenburg-Wilm.,Schloß Charlottenburg,52.516547145933934,13.296611135084447,Entire home/apt,50,3,3,0,1.0,1.0
322,282797,Charlottenburg-Wilm.,Schloß Charlottenburg,52.51841909285768,13.295846874288195,Entire home/apt,34,30,3,249,1.0,1.0
323,284390,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,52.501185046251926,13.385787723155383,Entire home/apt,75,1,1,0,1.0,0.0
324,288484,Neukölln,Reuterstraße,52.489737462582596,13.437993875576751,Private room,65,5,1,61,1.0,1.0
325,290410,Charlottenburg-Wilm.,Kurfürstendamm,52.50291558520738,13.309763853695642,Private room,80,60,1,3,1.0,1.0
326,292300,Mitte,Brunnenstr. Süd,52.53074518495763,13.395547515647635,Entire home/apt,120,4,1,0,2.0,2.0
327,292864,Pankow,Prenzlauer Berg Südwest,52.530015099672816,13.417625280702605,Private room,50,1,3,242,1.0,1.0
328,295675,Neukölln,Schillerpromenade,52.48722278836728,13.4111850398761,Private room,54,3,1,119,1.0,1.0
329,297521,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.508078701845214,13.464139017894714,Private room,29,2,2,227,1.0,1.0
330,297594,Tempelhof - Schöneberg,Schöneberg-Süd,52.49343439507111,13.341785937202824,Entire home/apt,30,10,2,325,1.0,1.0
331,298056,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.498563668272354,13.38432305440523,Entire home/apt,40,85,1,119,1.0,3.0
332,301773,Pankow,Prenzlauer Berg Süd,52.532898886579545,13.426220133691073,Entire home/apt,64,2,2,0,1.0,1.0
333,301887,Tempelhof - Schöneberg,Schöneberg-Nord,52.49928649926277,13.344928199383848,Entire home/apt,55,90,4,108,1.0,1.0
335,303097,Pankow,Prenzlauer Berg Süd,52.529439154358734,13.427629639732132,Private room,66,2,1,343,1.0,1.0
336,304904,Pankow,Prenzlauer Berg Nordwest,52.55293693785537,13.404477353846184,Private room,37,2,1,118,2.0,1.0
337,305987,Pankow,Prenzlauer Berg Nordwest,52.54709985062896,13.407162376310506,Entire home/apt,69,3,1,312,1.0,1.0
338,306041,Mitte,Regierungsviertel,52.51155855395795,13.381605366901395,Private room,60,2,3,108,2.0,1.0
339,306312,Pankow,Helmholtzplatz,52.53991618482666,13.421763734758642,Entire home/apt,165,4,2,268,1.0,2.0
340,306502,Charlottenburg-Wilm.,Düsseldorfer Straße,52.499067451630275,13.312813664325633,Entire home/apt,70,4,1,0,1.0,1.0
341,306829,Charlottenburg-Wilm.,Otto-Suhr-Allee,52.52121676766678,13.301132268758844,Entire home/apt,38,45,1,177,1.0,1.0
342,307587,Mitte,Brunnenstr. Süd,52.53509116951422,13.398194289461653,Entire home/apt,69,2,1,0,1.0,1.0
343,308421,Mitte,Wedding Zentrum,52.55140860403686,13.37267707972167,Private room,35,2,2,121,1.0,1.0
344,309511,Pankow,Prenzlauer Berg Süd,52.537450579323746,13.42728377210206,Entire home/apt,65,3,1,0,1.0,1.0
345,311703,Tempelhof - Schöneberg,Schöneberg-Nord,52.4959891694112,13.357160233002244,Entire home/apt,235,3,1,276,2.0,3.0
346,313876,Charlottenburg-Wilm.,Halensee,52.49903045759011,13.29296099184762,Entire home/apt,38,30,9,67,1.0,2.0
347,315533,Tempelhof - Schöneberg,Schöneberg-Süd,52.48493083118943,13.360394482282416,Entire home/apt,54,60,1,176,1.0,1.0
348,316327,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.51300909481124,13.464336255541628,Private room,30,2,1,27,1.0,1.0
349,316366,Charlottenburg-Wilm.,Düsseldorfer Straße,52.49534768944631,13.306111866397051,Entire home/apt,31,90,1,159,1.0,1.0
350,316462,Mitte,Brunnenstr. Süd,52.528805431942864,13.388471764617062,Entire home/apt,84,1,3,343,1.0,1.0
351,316547,Pankow,Prenzlauer Berg Süd,52.531999146107474,13.421706041920247,Private room,45,2,2,30,1.0,1.0
352,320028,Tempelhof - Schöneberg,Friedenau,52.47033730159979,13.336770557999728,Private room,43,2,1,339,1.0,1.0
353,320279,Mitte,Brunnenstr. Süd,52.532674006338205,13.40653417302562,Entire home/apt,77,7,2,268,1.0,1.0
354,320305,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.5174418838705,13.433149079873864,Private room,38,4,1,0,1.0,1.0
355,321295,Tempelhof - Schöneberg,Friedenau,52.464011917485934,13.342431114971815,Entire home/apt,39,2,3,155,1.0,1.0
356,321308,Tempelhof - Schöneberg,Friedenau,52.46237269338114,13.344182478861851,Entire home/apt,44,2,3,227,1.0,1.0
357,321378,Mitte,Brunnenstr. Süd,52.5347078003907,13.403589093600688,Entire home/apt,149,1,3,347,1.0,2.0
358,322463,Pankow,Prenzlauer Berg Ost,52.54052599017757,13.43765050624436,Entire home/apt,87,3,10,275,1.0,0.0
359,322520,Pankow,Prenzlauer Berg Nord,52.54228215090318,13.436394558227914,Entire home/apt,95,3,10,265,1.0,0.0
360,323243,Neukölln,Neuköllner Mitte/Zentrum,52.482642773998954,13.42966579937639,Private room,27,3,11,220,2.0,1.0
362,323255,Neukölln,Neuköllner Mitte/Zentrum,52.484369410847606,13.42814429260433,Private room,27,3,11,349,2.0,1.0
363,323259,Neukölln,Neuköllner Mitte/Zentrum,52.48290291989007,13.428394478352075,Private room,27,3,11,341,1.0,1.0
364,323260,Neukölln,Neuköllner Mitte/Zentrum,52.483887923662145,13.428707388755347,Entire home/apt,36,3,11,248,1.0,1.0
366,323951,Neukölln,Reuterstraße,52.4847046210105,13.431224197257436,Private room,30,4,2,0,1.0,2.0
367,325979,Steglitz - Zehlendorf,Schloßstr.,52.4640078447914,13.314922554048467,Private room,55,3,1,73,1.0,1.0
368,326566,Pankow,Pankow Zentrum,52.58252376277057,13.419159104253273,Private room,28,3,1,275,1.0,1.0
369,326608,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.50220242715921,13.432926878003846,Entire home/apt,72,3,1,0,1.0,2.0
370,327442,Tempelhof - Schöneberg,Schöneberg-Süd,52.480713026039254,13.354839817462153,Private room,35,5,1,0,1.5,1.0
371,327773,Pankow,Prenzlauer Berg Südwest,52.5363137657057,13.407944121782537,Private room,40,3,1,20,1.0,1.0
372,328255,Pankow,Prenzlauer Berg Südwest,52.53958306462327,13.407190549608336,Entire home/apt,70,5,1,7,1.0,1.0
373,329648,Pankow,Prenzlauer Berg Nord,52.55223084335474,13.414662218166145,Private room,48,2,1,258,1.0,1.0
374,334133,Mitte,Brunnenstr. Süd,52.53641260184432,13.400405614701539,Entire home/apt,54,90,3,0,1.0,1.0
375,335273,Pankow,Prenzlauer Berg Südwest,52.53769467647705,13.408719191641069,Entire home/apt,38,90,1,36,1.0,1.0
376,336482,Mitte,Alexanderplatz,52.525230859045564,13.40630958608578,Entire home/apt,95,4,1,304,1.0,1.0
377,341910,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,52.4995104267693,13.400510247272775,Entire home/apt,65,2,1,352,1.0,1.0
379,343190,Charlottenburg-Wilm.,Kurfürstendamm,52.502554672762784,13.321343988479937,Private room,49,2,1,190,2.0,1.0
380,344856,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.51320924265306,13.458254420774102,Entire home/apt,60,1,2,314,1.0,1.0
381,344986,Pankow,Prenzlauer Berg Südwest,52.53694697506237,13.420710099502529,Private room,70,2,2,247,1.0,1.0
382,345373,Charlottenburg-Wilm.,Otto-Suhr-Allee,52.518214920735225,13.317896871301029,Entire home/apt,48,30,1,307,1.0,1.0
383,346404,Treptow - Köpenick,Alt  Treptow,52.4932931844812,13.448558575818687,Private room,50,6,1,0,1.0,1.0
384,347762,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.48835740261553,13.393651349794233,Private room,35,2,2,0,1.0,1.0
385,348262,Mitte,Alexanderplatz,52.52870364163371,13.406378888399374,Entire home/apt,65,5,1,0,1.0,1.0
386,352998,Charlottenburg-Wilm.,Neue Kantstraße,52.50764573535994,13.301428071576169,Private room,29,10,1,286,1.0,1.0
387,354033,Treptow - Köpenick,Altglienicke,52.41264680660037,13.549880313647373,Entire home/apt,74,6,1,352,5.0,8.0
388,355227,Mitte,Moabit Ost,52.5235268518833,13.356477347770653,Entire home/apt,60,14,1,159,1.0,1.0
389,355494,Pankow,Blankenburg/Heinersdorf/Märchenland,52.58056841928899,13.445229784388385,Entire home/apt,48,2,1,252,1.0,2.0
390,357984,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.50395282704872,13.420047036614251,Entire home/apt,59,3,1,4,1.0,1.0
391,358746,Mitte,Regierungsviertel,52.51108763173511,13.384048582849614,Private room,36,2,7,23,1.0,1.0
392,359917,Tempelhof - Schöneberg,Schöneberg-Nord,52.49630276819035,13.3428148809891,Private room,39,2,1,109,1.0,1.0
393,361487,Mitte,Brunnenstr. Süd,52.53663771223045,13.401454881286616,Entire home/apt,36,90,3,160,1.0,1.0
394,362701,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.503328811004934,13.43878167302309,Entire home/apt,89,3,1,159,1.0,1.0
395,362874,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.490870176059495,13.423563975740151,Entire home/apt,78,5,1,0,1.0,1.0
396,363413,Pankow,Prenzlauer Berg Südwest,52.535864083693596,13.421366850599698,Private room,49,2,1,362,1.0,1.0
397,363454,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.493230157068176,13.411829873046427,Entire home/apt,82,3,2,262,1.0,1.0
398,366094,Mitte,Moabit West,52.532636783873755,13.327071642150939,Entire home/apt,33,62,3,0,1.0,2.0
399,367182,Mitte,Moabit West,52.53320491518768,13.326282306550937,Entire home/apt,33,62,3,0,1.0,2.0
400,367634,Mitte,Moabit West,52.53255099598231,13.32657872974973,Entire home/apt,33,62,3,0,1.0,1.0
401,370561,Neukölln,Rixdorf,52.47508014222048,13.44812401876101,Entire home/apt,60,2,1,3,1.0,1.0
